elbow_flex_pos,joint,n_samples,peak_velocity_deg_per_s,shoulder_lift_pos,shoulder_pan_pos,test_name,trial,wrist_flex_pos,wrist_roll_pos
49.714285714285715,,,,-17.36263736263736,0.0,repeatability,1,17.802197802197803,0.21978021978021978
46.81318681318681,,,,30.725274725274726,0.08791208791208792,repeatability,2,15.516483516483516,0.21978021978021978
46.637362637362635,,,,30.725274725274726,0.08791208791208792,repeatability,3,15.516483516483516,0.21978021978021978
46.637362637362635,,,,30.725274725274726,0.08791208791208792,repeatability,4,15.516483516483516,0.21978021978021978
46.637362637362635,,,,30.725274725274726,0.08791208791208792,repeatability,5,15.516483516483516,0.21978021978021978
46.637362637362635,,,,30.725274725274726,0.08791208791208792,repeatability,6,15.516483516483516,0.21978021978021978
46.637362637362635,,,,30.725274725274726,0.17582417582417584,repeatability,7,15.516483516483516,0.21978021978021978
46.637362637362635,,,,30.725274725274726,0.17582417582417584,repeatability,8,15.516483516483516,0.21978021978021978
46.637362637362635,,,,30.725274725274726,0.17582417582417584,repeatability,9,15.516483516483516,0.21978021978021978
46.637362637362635,,,,30.725274725274726,0.17582417582417584,repeatability,10,15.516483516483516,0.21978021978021978
,shoulder_pan.pos,65,112.64507372592003,,,speed_peak_velocity,1,,
,shoulder_lift.pos,65,123.93216263924239,,,speed_peak_velocity,2,,
,elbow_flex.pos,65,104.3259061616324,,,speed_peak_velocity,3,,
,wrist_flex.pos,64,111.4028793790542,,,speed_peak_velocity,4,,
,wrist_roll.pos,65,118.55379920475224,,,speed_peak_velocity,5,,
