elbow_flex_pos,joint,n_samples,peak_velocity_deg_per_s,shoulder_lift_pos,shoulder_pan_pos,test_name,trial,wrist_flex_pos,wrist_roll_pos
49.89010989010989,,,,-18.153846153846153,-0.17582417582417584,repeatability,1,17.978021978021978,5.934065934065934
42.94505494505494,,,,20.439560439560438,-0.26373626373626374,repeatability,2,14.285714285714286,-0.21978021978021978
42.94505494505494,,,,20.439560439560438,-0.26373626373626374,repeatability,3,14.285714285714286,-0.21978021978021978
42.94505494505494,,,,20.439560439560438,-0.26373626373626374,repeatability,4,14.285714285714286,-0.21978021978021978
42.94505494505494,,,,20.439560439560438,-0.26373626373626374,repeatability,5,14.285714285714286,-0.21978021978021978
42.94505494505494,,,,20.439560439560438,-0.26373626373626374,repeatability,6,14.285714285714286,-0.21978021978021978
42.94505494505494,,,,20.439560439560438,-0.26373626373626374,repeatability,7,14.285714285714286,-0.21978021978021978
42.94505494505494,,,,20.439560439560438,-0.26373626373626374,repeatability,8,14.285714285714286,-0.21978021978021978
42.94505494505494,,,,20.439560439560438,-0.26373626373626374,repeatability,9,14.285714285714286,-0.21978021978021978
42.94505494505494,,,,20.439560439560438,-0.26373626373626374,repeatability,10,14.285714285714286,-0.21978021978021978
,shoulder_pan.pos,17,76.51654307209961,,,speed_peak_velocity,1,,
,shoulder_lift.pos,17,54.76757380829856,,,speed_peak_velocity,2,,
,elbow_flex.pos,17,38.323036664760515,,,speed_peak_velocity,3,,
,wrist_flex.pos,16,98.36531533963392,,,speed_peak_velocity,4,,
,wrist_roll.pos,17,106.10824808151233,,,speed_peak_velocity,5,,
