elbow_flex_pos,joint,n_samples,peak_velocity_deg_per_s,shoulder_lift_pos,shoulder_pan_pos,test_name,trial,wrist_flex_pos,wrist_roll_pos
39.956043956043956,,,,22.98901098901099,51.34065934065934,repeatability,1,14.285714285714286,0.9230769230769231
41.714285714285715,,,,24.571428571428573,3.1648351648351647,repeatability,2,14.373626373626374,0.3956043956043956
41.714285714285715,,,,24.571428571428573,1.6703296703296704,repeatability,3,14.373626373626374,0.3956043956043956
41.714285714285715,,,,24.571428571428573,1.5824175824175823,repeatability,4,14.373626373626374,0.3956043956043956
41.714285714285715,,,,24.571428571428573,1.5824175824175823,repeatability,5,14.373626373626374,0.3956043956043956
41.714285714285715,,,,24.571428571428573,1.5824175824175823,repeatability,6,14.373626373626374,0.3956043956043956
41.714285714285715,,,,24.571428571428573,1.5824175824175823,repeatability,7,14.373626373626374,0.3956043956043956
41.714285714285715,,,,24.571428571428573,1.5824175824175823,repeatability,8,14.373626373626374,0.3956043956043956
41.714285714285715,,,,24.571428571428573,1.5824175824175823,repeatability,9,14.373626373626374,0.3956043956043956
41.714285714285715,,,,24.571428571428573,1.5824175824175823,repeatability,10,14.373626373626374,0.3956043956043956
,shoulder_pan.pos,17,113.17090335192307,,,speed_peak_velocity,1,,
,shoulder_lift.pos,17,69.7821404391085,,,speed_peak_velocity,2,,
,elbow_flex.pos,17,54.3987722594408,,,speed_peak_velocity,3,,
,wrist_flex.pos,17,91.50069044955384,,,speed_peak_velocity,4,,
,wrist_roll.pos,17,115.30895241994301,,,speed_peak_velocity,5,,
